worker_id,name,mobile,ac_code,ac_name,assigned_booth_part,tier,active
W00001,Worker-1,9846986934,1201,CB-1201,,Volunteer,True
W00002,Worker-2,9898667896,1201,CB-1201,,BLO,True
W00003,Worker-3,9816789031,1201,CB-1201,,BLA,True
W00004,Worker-4,9877376015,1201,CB-1201,,Volunteer,True
W00005,Worker-5,9867653438,1201,CB-1201,,Volunteer,True
W00006,Worker-6,9871422601,1201,CB-1201,,BLA,True
W00007,Worker-7,9859983306,1201,CB-1201,,BLA,True
W00008,Worker-8,9830689026,1201,CB-1201,,BLA,True
W00009,Worker-9,9894879357,1201,CB-1201,,Volunteer,True
W00010,Worker-10,9859343386,1201,CB-1201,,Volunteer,True
W00011,Worker-11,9859739039,1201,CB-1201,,Supervisor,True
W00012,Worker-12,9832086861,1201,CB-1201,,Volunteer,True
W00013,Worker-13,9893870489,1201,CB-1201,,BLA,True
W00014,Worker-14,9812657943,1201,CB-1201,,Volunteer,True
W00015,Worker-15,9862481819,1201,CB-1201,,BLO,True
W00016,Worker-16,9874359388,1201,CB-1201,,BLA,True
W00017,Worker-17,9883339719,1201,CB-1201,,Volunteer,True
W00018,Worker-18,9816894513,1201,CB-1201,,BLA,True
W00019,Worker-19,9849529041,1201,CB-1201,,BLA,True
W00020,Worker-20,9814774184,1201,CB-1201,,Supervisor,True
W00021,Worker-21,9859367034,1201,CB-1201,,Supervisor,True
W00022,Worker-22,9815440685,1201,CB-1201,,Volunteer,True
W00023,Worker-23,9836695769,1201,CB-1201,,Supervisor,True
W00024,Worker-24,9852515946,1201,CB-1201,,Supervisor,True
W00025,Worker-25,9879391417,1201,CB-1201,,BLO,True
W00026,Worker-26,9866783749,1201,CB-1201,,Supervisor,True
W00027,Worker-27,9871294364,1201,CB-1201,,Supervisor,True
W00028,Worker-28,9863672570,1201,CB-1201,,Supervisor,True
W00029,Worker-29,9876277299,1201,CB-1201,,BLA,True
W00030,Worker-30,9833413101,1201,CB-1201,,BLO,True
W00031,Worker-31,9881027825,1201,CB-1201,,BLO,True
W00032,Worker-32,9864067651,1201,CB-1201,,BLO,True
W00033,Worker-33,9826568551,1201,CB-1201,,BLO,True
W00034,Worker-34,9869069835,1201,CB-1201,,Volunteer,True
W00035,Worker-35,9865575157,1201,CB-1201,,BLA,True
W00036,Worker-36,9838828430,1201,CB-1201,,Volunteer,True
W00037,Worker-37,9849947321,1201,CB-1201,,Supervisor,True
W00038,Worker-38,9882670779,1201,CB-1201,,Volunteer,True
W00039,Worker-39,9875122642,1201,CB-1201,,Volunteer,True
W00040,Worker-40,9866914573,1201,CB-1201,,BLA,True
W00041,Worker-41,9836029533,1201,CB-1201,,Supervisor,True
W00042,Worker-42,9854814110,1201,CB-1201,,BLO,True
W00043,Worker-43,9883196175,1201,CB-1201,,Supervisor,True
W00044,Worker-44,9883944723,1201,CB-1201,,BLA,True
W00045,Worker-45,9823647925,1201,CB-1201,,BLO,True
W00046,Worker-46,9887924492,1201,CB-1201,,BLA,True
W00047,Worker-47,9850827501,1201,CB-1201,,Volunteer,True
W00048,Worker-48,9872456715,1201,CB-1201,,Supervisor,True
W00049,Worker-49,9842637360,1201,CB-1201,,BLO,True
W00050,Worker-50,9816439201,1201,CB-1201,,Supervisor,True
W00051,Worker-51,9847949871,1201,CB-1201,,BLO,True
W00052,Worker-52,9813822691,1201,CB-1201,,BLA,True
W00053,Worker-53,9834301224,1201,CB-1201,,Volunteer,True
W00054,Worker-54,9893630626,1201,CB-1201,,Volunteer,True
W00055,Worker-55,9846544197,1201,CB-1201,,BLO,True
W00056,Worker-56,9822556932,1201,CB-1201,,BLO,True
