worker_id,name,mobile,ac_code,ac_name,assigned_booth_part,tier,active
W00001,Worker-1,9810742036,1601,Prl-1601,,Volunteer,True
W00002,Worker-2,9875047599,1601,Prl-1601,,Supervisor,True
W00003,Worker-3,9824304318,1601,Prl-1601,,BLA,True
W00004,Worker-4,9871670337,1601,Prl-1601,,BLA,True
W00005,Worker-5,9829055538,1601,Prl-1601,,BLO,True
W00006,Worker-6,9848015080,1601,Prl-1601,,Volunteer,True
W00007,Worker-7,9845542034,1601,Prl-1601,,Volunteer,True
W00008,Worker-8,9852788417,1601,Prl-1601,,BLA,True
W00009,Worker-9,9879959376,1601,Prl-1601,,Supervisor,True
W00010,Worker-10,9814289920,1601,Prl-1601,,Supervisor,True
W00011,Worker-11,9875434641,1601,Prl-1601,,Volunteer,True
W00012,Worker-12,9880640796,1601,Prl-1601,,Volunteer,True
W00013,Worker-13,9810043823,1601,Prl-1601,,Volunteer,True
W00014,Worker-14,9843954750,1601,Prl-1601,,Supervisor,True
W00015,Worker-15,9894103123,1601,Prl-1601,,BLA,True
W00016,Worker-16,9836289826,1601,Prl-1601,,BLA,True
W00017,Worker-17,9882028863,1601,Prl-1601,,Supervisor,True
W00018,Worker-18,9813015374,1601,Prl-1601,,BLA,True
W00019,Worker-19,9885349538,1601,Prl-1601,,BLA,True
W00020,Worker-20,9874281336,1601,Prl-1601,,BLA,True
W00021,Worker-21,9870211635,1601,Prl-1601,,Volunteer,True
W00022,Worker-22,9815568042,1601,Prl-1601,,BLO,True
W00023,Worker-23,9858670271,1601,Prl-1601,,BLA,True
W00024,Worker-24,9855060810,1601,Prl-1601,,BLA,True
W00025,Worker-25,9850250184,1601,Prl-1601,,BLA,True
W00026,Worker-26,9834097430,1601,Prl-1601,,BLO,True
W00027,Worker-27,9893162419,1601,Prl-1601,,BLO,True
W00028,Worker-28,9877438444,1601,Prl-1601,,BLO,True
W00029,Worker-29,9850431038,1601,Prl-1601,,BLA,True
W00030,Worker-30,9853468948,1601,Prl-1601,,Volunteer,True
W00031,Worker-31,9898991826,1601,Prl-1601,,Volunteer,True
W00032,Worker-32,9887995054,1601,Prl-1601,,Supervisor,True
W00033,Worker-33,9876506270,1601,Prl-1601,,BLO,True
W00034,Worker-34,9825736051,1601,Prl-1601,,Supervisor,True
W00035,Worker-35,9831056785,1601,Prl-1601,,Supervisor,True
W00036,Worker-36,9816876577,1601,Prl-1601,,BLA,True
W00037,Worker-37,9836489989,1601,Prl-1601,,BLA,True
W00038,Worker-38,9883524183,1601,Prl-1601,,Supervisor,True
W00039,Worker-39,9873320642,1601,Prl-1601,,BLA,True
W00040,Worker-40,9840193223,1601,Prl-1601,,Supervisor,True
W00041,Worker-41,9847846036,1601,Prl-1601,,Supervisor,True
W00042,Worker-42,9823343160,1601,Prl-1601,,BLA,True
W00043,Worker-43,9824548829,1601,Prl-1601,,BLO,True
W00044,Worker-44,9844809457,1601,Prl-1601,,Supervisor,True
W00045,Worker-45,9863662570,1601,Prl-1601,,BLO,True
W00046,Worker-46,9891873509,1601,Prl-1601,,BLA,True
W00047,Worker-47,9895425092,1601,Prl-1601,,Supervisor,True
W00048,Worker-48,9817497158,1601,Prl-1601,,Volunteer,True
W00049,Worker-49,9811314021,1601,Prl-1601,,Volunteer,True
W00050,Worker-50,9894004534,1601,Prl-1601,,BLA,True
W00051,Worker-51,9833474743,1601,Prl-1601,,Volunteer,True
W00052,Worker-52,9871500183,1601,Prl-1601,,Supervisor,True
W00053,Worker-53,9870885252,1601,Prl-1601,,Volunteer,True
W00054,Worker-54,9881960903,1601,Prl-1601,,Volunteer,True
W00055,Worker-55,9876556303,1601,Prl-1601,,BLA,True
W00056,Worker-56,9895146416,1601,Prl-1601,,BLA,True
W00057,Worker-57,9866154349,1601,Prl-1601,,Supervisor,True
W00058,Worker-58,9820160238,1601,Prl-1601,,BLO,True
W00059,Worker-59,9835883529,1601,Prl-1601,,Volunteer,True
W00060,Worker-60,9838730738,1601,Prl-1601,,Volunteer,True
W00061,Worker-61,9812150637,1601,Prl-1601,,Supervisor,True
W00062,Worker-62,9832606839,1601,Prl-1601,,BLA,True
W00063,Worker-63,9812052941,1601,Prl-1601,,BLO,True
W00064,Worker-64,9884454543,1601,Prl-1601,,BLA,True
W00065,Worker-65,9811302415,1601,Prl-1601,,Supervisor,True
W00066,Worker-66,9837146133,1602,Prl-1602,,Volunteer,True
W00067,Worker-67,9893114121,1602,Prl-1602,,BLA,True
W00068,Worker-68,9814959354,1602,Prl-1602,,BLO,True
W00069,Worker-69,9814086657,1602,Prl-1602,,Supervisor,True
W00070,Worker-70,9886552273,1602,Prl-1602,,Supervisor,True
W00071,Worker-71,9821023374,1602,Prl-1602,,Volunteer,True
W00072,Worker-72,9837016530,1602,Prl-1602,,Volunteer,True
W00073,Worker-73,9856692083,1602,Prl-1602,,BLO,True
W00074,Worker-74,9863579912,1602,Prl-1602,,Volunteer,True
W00075,Worker-75,9881409961,1602,Prl-1602,,BLA,True
W00076,Worker-76,9875959013,1602,Prl-1602,,Supervisor,True
W00077,Worker-77,9881756786,1602,Prl-1602,,Supervisor,True
W00078,Worker-78,9829786341,1602,Prl-1602,,Supervisor,True
W00079,Worker-79,9895069054,1602,Prl-1602,,BLA,True
W00080,Worker-80,9841050876,1602,Prl-1602,,BLO,True
W00081,Worker-81,9862389313,1602,Prl-1602,,BLA,True
W00082,Worker-82,9876384519,1602,Prl-1602,,BLO,True
W00083,Worker-83,9818255476,1602,Prl-1602,,Supervisor,True
W00084,Worker-84,9861047898,1602,Prl-1602,,BLO,True
W00085,Worker-85,9847061969,1602,Prl-1602,,BLA,True
W00086,Worker-86,9848572937,1602,Prl-1602,,Volunteer,True
W00087,Worker-87,9899225116,1602,Prl-1602,,Supervisor,True
W00088,Worker-88,9854663217,1602,Prl-1602,,BLA,True
W00089,Worker-89,9899164959,1602,Prl-1602,,Supervisor,True
W00090,Worker-90,9869779567,1602,Prl-1602,,Volunteer,True
W00091,Worker-91,9859835682,1602,Prl-1602,,Supervisor,True
W00092,Worker-92,9898828085,1602,Prl-1602,,Supervisor,True
W00093,Worker-93,9863806004,1602,Prl-1602,,BLO,True
W00094,Worker-94,9816127833,1602,Prl-1602,,BLA,True
W00095,Worker-95,9812306170,1602,Prl-1602,,BLO,True
W00096,Worker-96,9873946497,1602,Prl-1602,,Volunteer,True
W00097,Worker-97,9832725925,1602,Prl-1602,,Supervisor,True
W00098,Worker-98,9896975623,1602,Prl-1602,,BLA,True
W00099,Worker-99,9895567923,1602,Prl-1602,,Supervisor,True
W00100,Worker-100,9822786026,1602,Prl-1602,,BLO,True
W00101,Worker-101,9896207286,1602,Prl-1602,,BLA,True
W00102,Worker-102,9843968242,1602,Prl-1602,,BLA,True
W00103,Worker-103,9856453438,1602,Prl-1602,,BLO,True
W00104,Worker-104,9896153423,1602,Prl-1602,,Supervisor,True
W00105,Worker-105,9820315353,1602,Prl-1602,,Volunteer,True
W00106,Worker-106,9842563964,1602,Prl-1602,,BLO,True
W00107,Worker-107,9857572403,1602,Prl-1602,,Volunteer,True
W00108,Worker-108,9875057288,1602,Prl-1602,,Supervisor,True
W00109,Worker-109,9820224911,1602,Prl-1602,,BLA,True
W00110,Worker-110,9849552789,1602,Prl-1602,,Volunteer,True
W00111,Worker-111,9825926153,1602,Prl-1602,,BLA,True
W00112,Worker-112,9814427750,1602,Prl-1602,,Volunteer,True
W00113,Worker-113,9842790342,1602,Prl-1602,,Supervisor,True
W00114,Worker-114,9855627467,1602,Prl-1602,,BLO,True
W00115,Worker-115,9833150665,1602,Prl-1602,,Volunteer,True
W00116,Worker-116,9834426676,1602,Prl-1602,,BLA,True
W00117,Worker-117,9820305407,1602,Prl-1602,,BLA,True
W00118,Worker-118,9895266551,1602,Prl-1602,,Supervisor,True
W00119,Worker-119,9849939429,1602,Prl-1602,,BLO,True
W00120,Worker-120,9863659578,1602,Prl-1602,,BLA,True
W00121,Worker-121,9863612240,1602,Prl-1602,,BLO,True
W00122,Worker-122,9830726779,1602,Prl-1602,,Volunteer,True
W00123,Worker-123,9847480212,1602,Prl-1602,,Supervisor,True
W00124,Worker-124,9811438612,1602,Prl-1602,,Volunteer,True
W00125,Worker-125,9827635621,1602,Prl-1602,,Volunteer,True
W00126,Worker-126,9840821417,1602,Prl-1602,,BLA,True
W00127,Worker-127,9852278596,1602,Prl-1602,,BLO,True
W00128,Worker-128,9832634177,1602,Prl-1602,,BLA,True
W00129,Worker-129,9889803231,1602,Prl-1602,,Volunteer,True
W00130,Worker-130,9841080606,1602,Prl-1602,,BLA,True
W00131,Worker-131,9897825336,1602,Prl-1602,,Supervisor,True
W00132,Worker-132,9877753629,1602,Prl-1602,,Supervisor,True
W00133,Worker-133,9838742099,1602,Prl-1602,,Supervisor,True
W00134,Worker-134,9840386209,1602,Prl-1602,,Volunteer,True
W00135,Worker-135,9847004309,1602,Prl-1602,,Volunteer,True
W00136,Worker-136,9817144911,1602,Prl-1602,,BLO,True
W00137,Worker-137,9882196988,1602,Prl-1602,,BLO,True
W00138,Worker-138,9862533100,1602,Prl-1602,,Volunteer,True
W00139,Worker-139,9831031890,1602,Prl-1602,,Supervisor,True
W00140,Worker-140,9848520182,1602,Prl-1602,,BLA,True
W00141,Worker-141,9828372679,1602,Prl-1602,,Supervisor,True
W00142,Worker-142,9890634784,1602,Prl-1602,,BLO,True
W00143,Worker-143,9826476279,1602,Prl-1602,,BLA,True
W00144,Worker-144,9812654226,1602,Prl-1602,,BLO,True
W00145,Worker-145,9858733398,1602,Prl-1602,,BLA,True
W00146,Worker-146,9888535720,1602,Prl-1602,,Supervisor,True
W00147,Worker-147,9871985586,1602,Prl-1602,,Supervisor,True
W00148,Worker-148,9821977704,1602,Prl-1602,,Supervisor,True
W00149,Worker-149,9872265909,1602,Prl-1602,,Volunteer,True
W00150,Worker-150,9882545267,1602,Prl-1602,,Supervisor,True
W00151,Worker-151,9828012161,1602,Prl-1602,,Volunteer,True
W00152,Worker-152,9888035285,1602,Prl-1602,,Volunteer,True
W00153,Worker-153,9877251871,1602,Prl-1602,,BLA,True
W00154,Worker-154,9858658139,1603,Prl-1603,,BLO,True
W00155,Worker-155,9875825905,1603,Prl-1603,,Supervisor,True
W00156,Worker-156,9878814185,1603,Prl-1603,,BLA,True
W00157,Worker-157,9844179539,1603,Prl-1603,,BLO,True
W00158,Worker-158,9813281246,1603,Prl-1603,,Volunteer,True
W00159,Worker-159,9830545358,1603,Prl-1603,,BLO,True
W00160,Worker-160,9812884272,1603,Prl-1603,,Supervisor,True
W00161,Worker-161,9839610065,1603,Prl-1603,,BLO,True
W00162,Worker-162,9819010662,1603,Prl-1603,,BLA,True
W00163,Worker-163,9847956055,1603,Prl-1603,,Supervisor,True
W00164,Worker-164,9813443051,1603,Prl-1603,,Volunteer,True
W00165,Worker-165,9892688328,1603,Prl-1603,,Volunteer,True
W00166,Worker-166,9816837208,1603,Prl-1603,,BLA,True
W00167,Worker-167,9883084150,1603,Prl-1603,,BLO,True
W00168,Worker-168,9886508084,1603,Prl-1603,,Supervisor,True
W00169,Worker-169,9821853175,1603,Prl-1603,,Supervisor,True
W00170,Worker-170,9830804118,1603,Prl-1603,,BLA,True
W00171,Worker-171,9827089375,1603,Prl-1603,,Supervisor,True
W00172,Worker-172,9899744605,1603,Prl-1603,,Supervisor,True
W00173,Worker-173,9831581630,1603,Prl-1603,,BLO,True
W00174,Worker-174,9820938572,1603,Prl-1603,,Supervisor,True
W00175,Worker-175,9884489620,1603,Prl-1603,,BLO,True
W00176,Worker-176,9891755415,1603,Prl-1603,,BLO,True
W00177,Worker-177,9888395337,1603,Prl-1603,,Volunteer,True
W00178,Worker-178,9852218565,1603,Prl-1603,,BLO,True
W00179,Worker-179,9869505583,1603,Prl-1603,,Supervisor,True
W00180,Worker-180,9834003639,1603,Prl-1603,,BLA,True
W00181,Worker-181,9829680395,1603,Prl-1603,,BLO,True
W00182,Worker-182,9829289977,1603,Prl-1603,,BLA,True
W00183,Worker-183,9887984550,1603,Prl-1603,,BLO,True
